ID,Latitude,Longitude,Nama_warung,Alamat,Halal,Area_merokok,Harga,Tempat_parkir,Masakan,Makanan,Jenis_warung,Makan_ditempat,Rating,Review,Gambar,kriteria
1,-7.768875,110.3177075,Warung Bakso Babi 08,"Jl. Krandon, Area Sawah, Sidomoyo, Kec. Godean, Kabupaten Sleman",non_halal,Ada,Murah,off_street_parking,Indonesia,"Sate,Pork,Bakso",Quick Bites,Dine-in/Takeaway,4.5,52,AF1QipNaby7OGc0DBcboM9zR8cMXbZ3KHGIKA5JculpO=w408-h305-k-no,non_halal Ada Murah off_street_parking
2,-7.765697099999999,110.34430359999999,Rumah Makan 88 / panpan 88,"Jl. Kabupaten KM 1,5 No.98, Nusupan, Trihanggo, Kec. Gamping, Kabupaten Sleman",non_halal,Ada,Mahal,on_street_parking,"Chinese,Indonesia,Fusion",Pork,Quick Bites,Dine-in/Takeaway,4.6,671,AF1QipMuA78dB9x1zyraLsyshQ4_2rk1j95XNJYgPuWZ=s900-k-no,non_halal Ada Mahal on_street_parking
3,-7.755880499999999,110.38378200000001,Kafe Djawa a.k.a Angkringan Enaknan,"Jalan Kaliurang Km.5,8, Gang Pandega Satya No.10, Caturtunggal, Depok, Manggung, Caturtunggal, Kec. Depok, Kabupaten Sleman",halal,Ada,Murah,on_street_parking,"Jawa,Indonesia,Kafe","Ayam,Daging,Mie,Kopi,Minuman","Kafe,Restoran kasual,Angkringan",Dine-in/Takeaway,4.6,531,AF1QipNmmTYM9wnyUbz5QEUWhJuGFtRvO3u1dewnSmrX=s483-k-no,halal Ada Murah on_street_parking
4,-7.784784299999999,110.3705027,Kali Code Angkringan,"Jl. Prau, Kotabaru, Kec. Gondokusuman, Kota Yogyakarta",halal,Ada,Murah,on_street_parking,"Jawa,Indonesia,Yogyakarta","Sate,Gorengan","Quick Bites,Street Food,Angkringan",Dine-in/Takeaway,4.3,969,AF1QipMMruZhhWtoDBSFiYIlk9M72aPM8h4VhYIdDUUs=w203-h360-k-no,halal Ada Murah on_street_parking
5,-7.7553496,110.37695649999999,Angkringan Kebun,"Jl. Pandega Marta Jl. Pogung Lor No.316, RT.03/RW.46, Pogung Lor, Sinduadi, Kec. Mlati, Kabupaten Sleman",halal,Ada,Murah,on_street_parking,"Jawa,Indonesia,Yogyakarta","Sate,Nasi Goreng,Pecel,Mie,Minuman,Gorengan","Quick Bites,Angkringan",Dine-in/Takeaway,4.9,143,AF1QipOu__o7a6WNz17M6uGOBkaPNpFS91y8ZfA5oMwf=s483-k-no,halal Ada Murah on_street_parking
6,-7.761242,110.3805386,Angkringan Mas PENO,"Jl. Kaliurang KM.5 No.16, Karang Wuni, Caturtunggal, Kec. Depok, Kabupaten Sleman",halal,Ada,Murah,on_street_parking,"Jawa,Indonesia,Yogyakarta","Ayam,Sate,Gorengan","Quick Bites,Street Food,Angkringan",Dine-in/Takeaway,4.6,116,AF1QipMj1Rwv3X1uVPEs-MgCdEMp5XG4fv0jz_2VWi-c=w203-h270-k-no,halal Ada Murah on_street_parking
7,-7.783262599999999,110.3671406,Angkringan Kopi Joss Tugu Mbak lina,"Jl. P. Mangkubumi No.62, Gowongan, Kec. Jetis, Kota Yogyakarta",halal,Ada,Murah,on_street_parking,"Jawa,Indonesia,Yogyakarta","Sate,Kopi,Gorengan","Quick Bites,Street Food,Angkringan",Dine-in/Takeaway,4.3,128,AF1QipMifx-cY0K1wNafKYvEMa48IaJrtcmcUSvCc4Mv=s812-k-no,halal Ada Murah on_street_parking
8,-7.782740400000001,110.4010481,Shaburi & Kintan Buffet - Plaza Ambarrukmo,"Plaza Ambarrukmo, Lantai 3, Jl. Laksda Adisucipto No. 80, Yogyakarta, Indonesia",halal,Tidak,Menengah,off_street_parking,"Jepang,Grill House",Daging,"Prasmanan,Restoran kasual",Dine-in/Takeaway,4.6,924,AF1QipOPuAqnG-FonxQqApf8R4h9JZRpmzk0FTq8DqBb=s785-k-no,halal Tidak Menengah off_street_parking
9,-7.7820963,110.40132820000001,"Pepper Lunch - Plaza Ambarukmo
","Plaza Ambarukmo , Lantai 3, JL. Laksda Adisucipto, Yogyakarta, Indonesia",halal,Tidak,Mahal,off_street_parking,Jepang,Daging,Restoran kasual,Dine-in/Takeaway,4.4,441,AF1QipND3MlxZh4IP-0dKFAcUd4y3_MPmYQmn-AYNOdI=s644-k-no,halal Tidak Mahal off_street_parking
10,-7.761547599999999,110.3804487,Yoshinoya - Kaliurang,"Jl. Kaliurang KM. 5, Yogyakarta, Indonesia",halal,Tidak,Mahal,off_street_parking,Jepang,Daging,Restoran kasual,Dine-in/Takeaway,4.5,1755,AF1QipOor8EqeSEi8_NSWCMqAZ3aH7KFUf2LrwgCNpkt=s644-k-no,halal Tidak Mahal off_street_parking
11,-7.7597826,110.3989905,Burger King - Hartono Mall,"Hartono Mall, Lantai Ground, Jl. Kaliwaru No.17, Yogyakarta, Indonesia",halal,Tidak,Menengah,off_street_parking,"Western,Fusion","Ayam,Burger",Fast Food,Dine-in/Takeaway,4.4,904,"AF1QipOL0Fk-YcE_tg1ZQc_5yj9afwn-HCvTzorzQ4Ue=s563-k-no
",halal Tidak Menengah off_street_parking
12,-7.7690004,110.4098668,Se'i Sapi Kana - Seturan,"Jl. Seturan Raya, Yogyakarta, Indonesia",halal,Tidak,Menengah,off_street_parking,"Indonesia,NTT","Ayam,Daging",Quick Bites,Dine-in/Takeaway,4.4,2126,AF1QipNBJ1VN7IpTer76n5jJvSqZUtOnoiWasgRq4m76=s483-k-no,halal Tidak Menengah off_street_parking
13,-7.759059700000001,110.3988332,Pempek Ny. Kamto Gejayan,"Jl. Affandi Soropadan No.31, Soropadan, Condongcatur, Kec. Depok, Kabupaten Sleman",halal,Tidak,Menengah,off_street_parking,"Palembang,Indonesia",Pempek,"Restoran kasual,Quick Bites",Dine-in/Takeaway,4.6,1283,AF1QipOOBafvY-AgdhhH55M_zYAaDZe5eo7h9QR9QEM=s846-k-no,halal Tidak Menengah off_street_parking
14,-7.730019,110.405267,Tengkleng Gajah,"Jl. Kaliurang KM 9.3 Bulurejo, Yogyakarta, Indonesia",halal,Ada,Menengah,off_street_parking,"Jawa,Indonesia","Sate,Daging","Restoran kasual,Restoran Keluarga",Dine-in/Takeaway,4.5,15680,AF1QipPYqoeOtcfN2MsVKF5X0pk5Pp1mvZ2_MuXqWF2F=s644-k-no,halal Ada Menengah off_street_parking
15,-7.8231946,110.3677672,Blengerr Chinese Food Super - Mergangsan,"Jl. Parangtritis No. 128, Yogyakarta, Indonesia",halal,Ada,Menengah,on_street_parking,Chinese,"Ayam,Seafood,Nasi Goreng","Restoran kasual,Quick Bites",Dine-in/Takeaway,4.0,1046,AF1QipOMP-YnoRsnEs3O72bqx3eB_r4zpCJr-S46naI=s455-k-no,halal Ada Menengah on_street_parking
16,-7.801433,110.3736419,Ayam Goreng Bu Tini - Pakualaman,"Jl. Sultan Agung No. 17 Gunung Ketur PA, Yogyakarta, Indonesia",halal,Ada,Menengah,off_street_parking,"Jawa,Indonesia",Ayam,"Restoran kasual,Quick Bites,Restoran Keluarga",Dine-in/Takeaway,4.5,2894,AF1QipNXULyu01-jQ0wLpri9LWYjZVp9hGK1ScqZ5YsT=s563-k-no,halal Ada Menengah off_street_parking
17,-7.783026700000001,110.3498125,Gubug Makan Mang Engking Soragan,"Jl. Soragan No.13, Kembang, Ngestiharjo, Kec. Kasihan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55182",halal,Ada,Mahal,on_street_parking,"Jawa,Indonesia,Fusion","Ayam,Ikan,Seafood","Restoran kasual,Restoran Keluarga",Dine-in/Takeaway,4.5,6195,AF1QipNTlvP5GFlFeRaWB7sPMVl_lN2ZaRwQKdGv5Bxq=s846-k-no,halal Ada Mahal on_street_parking
18,-7.8397489,110.3890247,RM Pondok Ndeso,"Jl. Raya Imogiri Timur, Yogyakarta, Indonesia",halal,Ada,Menengah,off_street_parking,"Jawa,Indonesia","Ayam,Ikan,Seafood","Restoran kasual,Restoran Keluarga",Dine-in/Takeaway,4.3,2138,AF1QipPUTxdLzWZLoeCLIiEvPLv1IDPD4vK_NxtndYjd=s644-k-no,halal Ada Menengah off_street_parking
19,-7.7841352,110.3755456,Pan Pan Rice Bowl,"Jl. Johar Nurhadi No. 5, Yogyakarta, Indonesia",halal,Tidak,Murah,on_street_parking,Jepang,"Ayam,Daging","Restoran kasual,Quick Bites",Dine-in/Takeaway,4.3,85,AF1QipMYChiQpxbnJo2cR0CQxTHdyX5sxFWLBOD0XPhP=s846-k-no,halal Tidak Murah on_street_parking
20,-7.818566000000001,110.36452759999999,Mediterranea Restaurant,"Jl. Tirtodipuran No. 24 A Mantrijeron, Yogyakarta , Indonesia",non_halal,Ada,Mahal,off_street_parking,"Eropa,Mediterania,Perancis,Western,Italia,Desserts,Fusion","Daging,Burger,Pizza,Kopi,Minuman","Restoran kasual,Diner,Wine Bar",Dine-in/Takeaway,4.7,5106,https://lh3.ggpht.com/p/AF1QipN2MevJ2aAr369_djSLMlvEw-o_jIb7GeP3LBvE=s1536,non_halal Ada Mahal off_street_parking
21,-7.740634399999999,110.37358190000002,Kemangi Bistro at Hotel Hyatt Regency,"Hotel Hyatt Regency Yogyakarta, Jl. Palagan Tentara Pelajar, Yogyakarta,Indonesia",halal,Ada,Menengah,off_street_parking,"Jawa,Indonesia,Western,Asia,Desserts,Fusion","Ayam,Ikan,Seafood,Daging,Steak","Prasmanan,Restoran kasual,Diner,Restoran Keluarga",Dine-in/Takeaway,4.6,134,AF1QipOqIRsmOGP7w7esvbDSf_YDWtXgv5oktuTOGxMh=s544-k-no,halal Ada Menengah off_street_parking
22,-7.7639226,110.3481798,Ayam Goreng Mbah Rono,"Jl. Jambon, Yogyakarta, Indonesia",halal,Ada,Menengah,off_street_parking,"Jawa,Indonesia",Ayam,"Restoran kasual,Restoran Keluarga",Dine-in/Takeaway,4.4,605,AF1QipMY_H9AYYegewKEnG15MCSncKUiw_wP-BLPwQYJ=s846-k-no,halal Ada Menengah off_street_parking
23,-7.742055199999999,110.3745687,Holycow! - Ngaglik,"Jl. Palagan Tentara Pelajar No. 52A, Sariharjo",halal,Tidak,Mahal,off_street_parking,"Eropa,Perancis,Indonesia,Western,Fusion","Daging,Steak","Restoran kasual,Restoran Keluarga",Dine-in/Takeaway,4.7,496,AF1QipO4UqFPFkL3btrB83gGKBIXxXCiQwNWKNTjsDR2=s517-k-no,halal Tidak Mahal off_street_parking
24,-7.785370599999999,110.37430810000001,Gyukaku - Grha Eklin,"Grha Eklin, Jl. Suroto No. 3, Yogyakarta, Indonesia",halal,Tidak,Mahal,off_street_parking,"Jepang,Grill House",Daging,Restoran kasual,Dine-in/Takeaway,4.7,444,AF1QipPBg_dqGsiHQP-6f8dfspYYL1vlfD9ZsW6nGjYA=s563-k-no,halal Tidak Mahal off_street_parking
25,-7.7521769,110.3625902,Sate Ratu - Jogja Paradise Food Court,"Jl. Sidomukti, Tiyosan, Condongcatur",halal,Ada,Menengah,off_street_parking,Indonesia,"Ayam,Sate,Daging",Quick Bites,Dine-in/Takeaway,4.7,1213,AF1QipMK4WScFZjrgiqcw0dTZoWIetNnNVmG0Q6tWhIq=s563-k-no,halal Ada Menengah off_street_parking
26,-7.8289727,110.38014440000002,Bale Kanoman,"Jl. Ki Ageng Pemanahan, Yogyakarta, Indonesia",halal,Ada,Murah,off_street_parking,"Jawa,Indonesia",Ayam,"Restoran kasual,Restoran Keluarga",Dine-in/Takeaway,4.4,888,AF1QipPSZcdqT2No2Ml6w3qj7eoAA7ta97FGrU6o59Qb=s483-k-no,halal Ada Murah off_street_parking
27,-7.811792999999999,110.35573059999999,Bakso Balungan Pak Granat - Mantrijeron,"Jl. Suryowijayan, Yogyakarta, Indonesia",halal,Ada,Menengah,off_street_parking,"Jawa,Indonesia","Bakso,Mie Ayam",Quick Bites,Dine-in/Takeaway,4.4,2850,AF1QipOsUa4NNVIbYfDvv4twoVFeozmjBEYes3HHZH9w=s483-k-no,halal Ada Menengah off_street_parking
28,-7.784140799999999,110.375478,Bubur Hayam Kotabaru,"Jl. Johar Nurhadi No.5, Kotabaru",halal,Ada,Murah,on_street_parking,Indonesia,"Bubur Ayam,Bubur Kacang Ijo",Quick Bites,Dine-in/Takeaway,4.3,3075,AF1QipOQG47Ev3C1RXY165XbHn-EEepLuXMo0WEFY1Uc=s644-k-no,halal Ada Murah on_street_parking
29,-7.7855115,110.3668976,Angkringan Pak Jabrik,"Jl. P. Mangkubumi, Gowongan, Kec. Jetis, Kota Yogyakarta",halal,Ada,Murah,on_street_parking,"Jawa,Indonesia,Yogyakarta","Ayam,Ikan,Sate,Gorengan","Quick Bites,Street Food,Angkringan",Dine-in/Takeaway,4.2,1919,AF1QipPV98O3VnfYyRPSEOpwAOCu_frHAMft-qmiVlcn=s644-k-no,halal Ada Murah on_street_parking
30,-7.7860451,110.3667787,Angkringan Gareng Petruk,"Jl. Margo Utomo No.30, Gowongan, Kec. Jetis, Kota Yogyakarta",halal,Ada,Murah,on_street_parking,"Jawa,Indonesia,Yogyakarta","Sate,Gorengan","Quick Bites,Street Food,Angkringan",Dine-in/Takeaway,3.8,1097,AF1QipPLshsOarp8K1YjuJn2ioNHXXdKNrZR_cwg2jTs=s485-k-no,halal Ada Murah on_street_parking
31,-7.7702672,110.36862079999999,Angkringan Batas Kota,"Jl. A.M. Sangaji No.203, Kutu Dukuh, Sinduadi, Kec. Mlati, Kabupaten Sleman",halal,Ada,Murah,on_street_parking,"Jawa,Indonesia,Yogyakarta","Sate,Gorengan","Quick Bites,Street Food,Angkringan",Dine-in/Takeaway,4.5,931,AF1QipP_Dqj26JruFN_BJt9xxIOu_ZuJxAv6vN4r70ZD=s508-k-no,halal Ada Murah on_street_parking
32,-7.7673663,110.36906809999999,Angkringan Kencrung,"Jl. Monjali No.163, Kutu Dukuh, Sinduadi, Kec. Mlati, Kabupaten Sleman",halal,Ada,Murah,on_street_parking,"Jawa,Indonesia,Yogyakarta","Sate,Gorengan","Quick Bites,Angkringan",Dine-in/Takeaway,4.4,90,AF1QipMJ--tv8wmQ7AXERZcPw3jghZzqgJ2IyMbOiU-k=s508-k-no,halal Ada Murah on_street_parking
33,-7.746395599999999,110.3841512,Angkringan Pak Kin,"Jl. Kayen Raya, Kayen, Condongcatur, Kec. Sleman, Kabupaten Sleman",halal,Ada,Murah,on_street_parking,"Jawa,Indonesia,Yogyakarta","Ayam,Sate,Gorengan","Quick Bites,Angkringan",Dine-in/Takeaway,4.4,107,AF1QipPf0U5r-v0Mug3hVWTZjDj5xFwhO_7_KMWDox2A=s563-k-no,halal Ada Murah on_street_parking
34,-7.7468566999999995,110.3882394,Panties Pizza Jogja Jakal,"Jl. Kaliurang, Kayen, Condongcatur, Kec. Depok, Kabupaten Sleman",halal,Tidak,Menengah,on_street_parking,"Eropa,Italia",Pizza,Restoran kasual,Dine-in/Takeaway,4.5,2791,AF1QipNGUfGVx29LfR9-Wxw7gw9F3Hk3wmY7KgdMZ62Y=s644-k-no,halal Tidak Menengah on_street_parking
35,-7.733760799999999,110.38812639999999,Pikali coffee and kitchen,"Jl. Damai, Banteng, Sinduadi, Kec. Mlati, Kabupaten Sleman",halal,Ada,Mahal,on_street_parking,"Eropa,Western,Italia",Pizza,Restoran kasual,Dine-in/Takeaway,4.8,528,AF1QipOQjDMCgjLJPZWNGsW3vxqcgcNlyeCLEXKXdwyi=s483-k-no,halal Ada Mahal on_street_parking
36,-7.758114999999999,110.381859,Aroma Italia,"Jl. Kaliurang No.5,5, Manggung, Caturtunggal, Kec. Depok, Kabupaten Sleman",halal,Ada,Mahal,on_street_parking,"Eropa,Indonesia,Western,Italia,Fusion","Seafood,Pizza",Restoran kasual,Dine-in/Takeaway,4.8,179,AF1QipNlPdXmESm5eG0iLBUMaqL9e1RZrjardHKF2Elc=s563-k-no,halal Ada Mahal on_street_parking
37,-7.7560497,110.37532340000001,THYME Pizza,"Jl. Pandega Marta No.168, Pogung Kidul, Sinduadi, Kec. Mlati, Kabupaten Sleman",halal,Ada,Mahal,on_street_parking,"Eropa,Italia",Pizza,Restoran kasual,Dine-in/Takeaway,4.7,74,AF1QipNyhz9kSqRmKN_ZcNbxGVn66-Se8SpbVKFXw0p7=s644-k-no,halal Ada Mahal on_street_parking
38,-7.757287799999999,110.38295959999999,SEKAR PIZZA KALIURANG,"Jl. Pandega Karya No.290, Manggung, Caturtunggal, Kec. Depok, Kabupaten Sleman",halal,Tidak,Menengah,on_street_parking,"Eropa,Western,Italia","Burger,Pizza",Restoran kasual,Dine-in/Takeaway,4.4,65,AF1QipM6MhxlxxmUtez5QXFQTHk6DgtaCIcRZX5cBH7m=s483-k-no,halal Tidak Menengah on_street_parking
39,-7.746038599999999,110.4011331,Meglio Pizza & Pasta,"Jl. Garuda No.177B, Manukan, Condongcatur, Kec. Depok, Kabupaten Sleman",halal,Tidak,Mahal,on_street_parking,"Eropa,Italia",Pizza,Restoran kasual,Dine-in/Takeaway,4.7,200,AF1QipOQWwgPSkB0bvvax1Y964mfD40P7DKvcfm7Oqs=s635-k-no,halal Tidak Mahal on_street_parking
40,-7.7528676999999995,110.3846249,Pizza Apa Ya Mirota Jakal,"Jl. Kaliurang, Purwosari, Sinduadi, Kec. Mlati, Kabupaten Sleman",halal,Tidak,Murah,on_street_parking,"Eropa,Italia,Desserts",Pizza,Street Food,Cuma Takeaway,4.8,5,AF1QipOwVFZm8kgp2n7IItpYwusRxb6Q8IO4V-ptgQDC=s635-k-no,halal Tidak Murah on_street_parking
41,-7.775268700000001,110.40859499999999,MERIAM HOT PLATO,"Jl. Raya Kledokan No.23, Kledokan, Caturtunggal, Kec. Depok, Kabupaten Sleman",halal,Ada,Menengah,on_street_parking,"Chinese,Jepang,Indonesia,Western,Asia,Fusion","Ayam,Daging,Steak,Hot Plate","Restoran kasual,Quick Bites",Dine-in/Takeaway,4.3,428,AF1QipMoCP2mQGrlrU8RRad3rXhJs16fhpEHRWh3U3EY=s563-k-no,halal Ada Menengah on_street_parking
42,-7.7726606,110.40477649999998,CUMSOT Seturan,"Jl. Perumnas Komplek Ruko Gatic, Dabag, Condongcatur, Depok Sub-District, Sleman ",halal,Ada,Murah,off_street_parking,"Chinese,Indonesia,Fusion",Seafood,Quick Bites,Dine-in/Takeaway,5.0,10,AF1QipMDZmVQkaSSQ9gCY7_0BCF5id9OGVg9AyW9Uaox=s635-k-no,halal Ada Murah off_street_parking
43,-7.7586863,110.38139380000001,HAUS KALIURANG JOGJA,"Jl. Kaliurang No.71, Jakal No.Km 5.5, RT.1/RW.1, Manggung, Caturtunggal, Kec. Depok, Kabupaten Sleman",halal,Tidak,Murah,off_street_parking,"Thailand,Indonesia,Desserts",Minuman,Toko Minuman,Cuma Takeaway,4.1,42,AF1QipMo87i2xTdDfVgy5EImWH0CVPI1Uxl89YXubVlR=s483-k-no,halal Tidak Murah off_street_parking
44,-7.7554985,110.3964919,"Ayam Goreng Kuning ""CAK GEMBONG""","Ruko Klp. Hijau, Jl. Anggajaya 1 No.5, Sanggrahan, Condongcatur, Kec. Depok, Kabupaten Sleman",halal,Ada,Murah,off_street_parking,"Jawa,Indonesia",Ayam,Quick Bites,Dine-in/Takeaway,4.5,220,AF1QipN_01EjBf7B09X1X-AB_B58Eo81nNDU9k4FCwIt=s645-k-no,halal Ada Murah off_street_parking
45,-7.814700099999999,110.3662701,Tojoyo 3 Ayam dan Bebek Goreng,"Jl. Mayjend Sutoyo No.62, Mantrijeron, Kec. Mantrijeron, Kota Yogyakarta",halal,Ada,Menengah,off_street_parking,"Jawa,Indonesia","Ayam,Bebek","Quick Bites,Penyetan",Dine-in/Takeaway,4.5,937,AF1QipOX0jp3eU0tLN0Oe2wsrc8GwfSAb5YM4i3rxEA=s483-k-no,halal Ada Menengah off_street_parking
46,-7.914188900000001,110.4380825,Coffee And Tea Wanajaya,"Jalan Karangasem, Karang Asem, Muntuk, Dlingo, Bantul",halal,Ada,Murah,off_street_parking,"Jawa,Indonesia,Kafe",Kopi,"Kafe,Restoran kasual,Quick Bites",Dine-in/Takeaway,4.6,90,AF1QipNqXXOZugLdXx-Yg4ODXsSSZiWgVjps2EJYLSk1=s635-k-no,halal Ada Murah off_street_parking
47,-7.751094999999999,110.4004838,Billion Chicken,"Jl. Anggajaya 2 No.17a, Sanggrahan, Kec. Depok, Kabupaten Sleman",halal,Tidak,Menengah,on_street_parking,"Indonesia,Asia,Fusion",Ayam,Quick Bites,Cuma Takeaway,5.0,3,AF1QipPOFffcOKHi6-uHPjq7yscnv-VuhKfypKL-9VtY=s635-k-no,halal Tidak Menengah on_street_parking
48,-7.776990299999999,110.3223601,Kraux2,"Cokro Gedok, Sidoarum, Kec. Godean, Kabupaten Sleman",halal,Tidak,Murah,on_street_parking,Indonesia,Gorengan,"Quick Bites,Street Food",Cuma Takeaway,5.0,6,https://i.gojekapi.com/darkroom/gofood-indonesia/v2/images/uploads/6d12e64a-f6fd-4396-a645-17c57f38e,halal Tidak Murah on_street_parking
49,-7.8013254000000005,110.3589273,Sari Bundo Masakan Padang,"Jl. KH. Ahmad Dahlan No.91, Notoprajan, Ngampilan, Kota Yogyakarta",halal,Tidak,Menengah,off_street_parking,"Padang,Indonesia","Ayam,Ikan,Daging","Restoran kasual,Restoran Keluarga",Dine-in/Takeaway,4.4,234,AF1QipOsq1mr4kHT-5Zijv58noN1yO5Kz6glYSZPK518=s483-k-no,halal Tidak Menengah off_street_parking
50,-7.7770493,110.3825153,Waroeng Steak & Shake Colombo Jogja,Jl. Colombo Yogyakarta No.22,halal,Tidak,Menengah,off_street_parking,Western,"Daging,Steak","Restoran kasual,Quick Bites",Dine-in/Takeaway,4.4,4182,AF1QipMZToilwaFyqxO7mq9o7rjPF1elOIcW3hqB1jrI=s563-k-no,halal Tidak Menengah off_street_parking
53,-7.7595054999999995,110.3993304,Ichiban Sushi - HARTONO MALL,"Hartono Mall Yogyakarta ,Lantai LG. No. 06, Jl. Kaliwaru No.17",halal,Tidak,Menengah,off_street_parking,Jepang,Sushi,Restoran kasual,Dine-in/Takeaway,4.4,2572,AF1QipPavaaXqHpsQZ6vb85K-rSJ9iO4dN4Nmel3DScQ=s563-k-no,halal Tidak Menengah off_street_parking
54,-7.7826664999999995,110.3736392,Pizza Hut Restoran,"Jl. Jend. Sudirman No.65, Terban",halal,Tidak,Mahal,off_street_parking,"Eropa,Italia",Pizza,"Restoran kasual,Restoran Keluarga",Dine-in/Takeaway,4.6,5286,AF1QipMb8VQUS0VhOdCo9WXBQfMSrs2nCS2g1CbtIAFW=s635-k-no,halal Tidak Mahal off_street_parking
55,-7.764736,110.30543899999999,Gubuk Makan Iwak Kalen,"Jalan Godean, Jl. Desa Mandungan KM.9",halal,Ada,Murah,off_street_parking,"Jawa,Indonesia",Ayam,"Restoran kasual,Restoran Keluarga",Dine-in/Takeaway,4.2,2667,AF1QipNEY5ukgeoyzXdVVPCd4YG3qOpWcWmwYkZr4sY8=s635-k-no,halal Ada Murah off_street_parking
56,-7.7321363,110.3783678,Ayam Pedas Arto Moro,"Jalan Palagan Km.7,8 No.30, Karang Moko",halal,Ada,Menengah,on_street_parking,"Jawa,Indonesia",Ayam Bakar,Quick Bites,Dine-in/Takeaway,4.6,1552,AF1QipPCE3qAI0nyJJVevSZ0mHcNHoTZ-64SxqfcZAWB=s483-k-no,halal Ada Menengah on_street_parking
57,-7.7823216,110.3790011,KING KOREA RESTO Galeria Mall,"Galeria Mall, Jl. Jend. Sudirman No.99-101, Terban, Kec. Gondokusuman, Kota Yogyakarta",halal,Tidak,Menengah,off_street_parking,Korea,"Daging,Mie",Restoran kasual,Dine-in/Takeaway,4.2,1486,AF1QipM2wGGVGiKpBCA7d_IqOjswPw7WyVee6vfyyTzh=s609-k-no,halal Tidak Menengah off_street_parking
58,-7.8540291,110.3530506,Mangut Lele Mbah Marto,"Jl. Sewon Indah, Ngireng-ireng, Panggungharjo, Kec. Sewon, Bantul",halal,Ada,Menengah,on_street_parking,"Jawa,Indonesia",Mangut Lele,Quick Bites,Dine-in/Takeaway,4.5,3534,AF1QipNne4im6Oq3NgBwny2w3GrmpJQOr-RZMGH359MV=s563-k-no,halal Ada Menengah on_street_parking
59,-7.762988000000001,110.3939463,Bebek Goreng H. Slamet,"Jl. Affandi, Karang Gayam, Caturtunggal, Kec. Depok, Kabupaten Sleman",halal,Ada,Menengah,on_street_parking,Indonesia,Bebek,"Restoran kasual,Quick Bites",Dine-in/Takeaway,4.5,2139,AF1QipMwzJuExxYz4ivSZPzo7rOriiboOqt1cBbFh7UC=s563-k-no,halal Ada Menengah on_street_parking
60,-7.7717697,110.4092851,Shabu Suki Jogja,"Kledokan, Caturtunggal, Depok Sub-District, Sleman",halal,Tidak,Mahal,off_street_parking,"Jepang,Grill House",Daging,Restoran kasual,Dine-in/Takeaway,4.7,560,AF1QipPDWLIWyFD8azkuoRQHujy35XNtToJ4CPxGHF5C=s483-k-no,halal Tidak Mahal off_street_parking
61,-7.871204,110.38747690000001,Sate Klathak Pak Pong,"Jl. Sultan Agung No.18, Jejeran II, Wonokromo, Kec. Pleret, Bantul",halal,Ada,Menengah,off_street_parking,"Jawa,Indonesia,Yogyakarta","Sate,Daging","Restoran kasual,Quick Bites,Restoran Keluarga",Dine-in/Takeaway,4.4,20257,AF1QipOTidCz8G9FeqvxU6YbAc0NlbBI2W4x05cA9Umm=s635-k-no,halal Ada Menengah off_street_parking
62,-7.812682400000001,110.38678459999998,Rocket Chicken Pandeyan,"Jl. Pandeyan No.5, Pandeyan, Kec. Umbulharjo, Kota Yogyakarta",halal,Tidak,Murah,off_street_parking,"Indonesia,Western,Fusion",Ayam Krispi,Fast Food,Dine-in/Takeaway,4.4,1236,AF1QipMJbF0i5sasg-sIOyw76Eue5GhjsOFB8PffjuqP=s725-k-no,halal Tidak Murah off_street_parking
63,-7.7776225000000005,110.38483590000001,MIE GACOAN COLOMBO,"Jl. Colombo Yogyakarta Gg. Baru No.1A, Mrican, Caturtunggal",halal,Tidak,Murah,on_street_parking,Indonesia,Mie,"Restoran kasual,Quick Bites",Dine-in/Takeaway,4.3,3356,AF1QipN4nW-bzkKyyE220_7zyN7dgwKsVw0qXLSt5Ng0=s901-k-no,halal Tidak Murah on_street_parking
64,-7.778944900000001,110.38869740000001,Sushi Tei,"Jl. Komp. Colombo Jl. Affandi No.9, Mrican, Caturtunggal",halal,Tidak,Mahal,off_street_parking,Jepang,Sushi,Restoran kasual,Dine-in/Takeaway,4.6,5021,AF1QipMqzc_cHfxZqIV3H6BUPLLHtkT8kPCMsqO_bxlv=s483-k-no,halal Tidak Mahal off_street_parking
65,-7.807122200000001,110.34727590000001,Waroeng Klangenan,"Jl. Patangpuluhan No.28, Patangpuluhan, Wirobrajan, Kota Yogyakarta",halal,Ada,Murah,off_street_parking,"Jawa,Indonesia,Kafe","Kopi,Minuman","Toko Minuman,Kafe,Restoran kasual,Quick Bites",Dine-in/Takeaway,4.4,3771,AF1QipMzAHb5MkFs22jCBNWy-93lbCI_-hX2cyeGH4zy=s483-k-no,halal Ada Murah off_street_parking
66,-7.7779117,110.37974979999998,Gudeg Sagan,"JL Prof. Dr Jl. Prof. Herman Yohanes No.53, Samirono, Caturtunggal",halal,Ada,Menengah,on_street_parking,"Jawa,Yogyakarta",Gudeg,Quick Bites,Dine-in/Takeaway,4.6,2097,AF1QipM_fcd8dwkBIcJtZCz2Hb5CHcXi4UIgyPo280V-=s494-k-no,halal Ada Menengah on_street_parking
